amt_revenue
0.0
0.0
0.0
0.0
21074.0
0.0
2545.2
0.0
0.0
0.0
0.0
42069.6
3672.26
645.44
0.0
27352.32
0.0
0.0
28966.35
31520.68
100605.0
19308.96
11514.6
36251.6
0.0
0.0
157307.92
0.0
9828.0
144748.8
143268.4
0.0
0.0
0.0
0.0
0.0
0.0
-5962.62
0.0
0.0
0.0
403083.36
1787.64
19023.28
0.0
108042.44
7413.84
48029.08
40657.36
52492.0
57858.24
89427.36
0.0
0.0
0.0
377.0
0.0
12432.0
116442.04
0.0
9186.72
0.0
100770.84
0.0
4552.2
0.0
35373.0
154571.56
5023.2
58734.72
10835.88
115678.2
0.0
83661.6
127745.64
0.0
1059.5
0.0
10399.08
335942.64
0.0
0.0
201541.68
73914.24
35035.2
17318.0
6555.92
9352.6
15434.86
104117.2
12167.46
7315.2
0.0
20919.0
461909.76
4238.0
0.0
0.0
0.0
35070.32
14135.95
0.0
527400.0
0.0
0.0
0.0
0.0
15124.8
0.0
74268.1
0.0
9815.6
0.0
0.0
87902.1
7731.45
0.0
20181.55
982.26
0.0
625926.84
32382.72
32410.88
4072.34
8230.17
5818.75
9952.25
0.0
0.0
659275.2
0.0
0.0
220.1
214.76
113424.0
49840.23
0.0
102493.6
254769.68
70171.29
0.0
0.0
-282.12
0.0
9940.0
92326.41
19665.6
167666.4
0.0
0.0
0.0
0.0
0.0
0.0
0.0
9282.51
3977.56
79569.6
4908.1
58971.78
0.0
0.0
28966.35
7069.59
305568.0
28563.5
35373.0
83415.64
0.0
0.0
157307.92
0.0
9828.0
144748.8
143268.4
3803.1
0.0
0.0
0.0
0.0
73684.8
4348.75
71658.26
0.0
0.0
403083.36
74662.4
0.0
0.0
108042.44
7413.84
48029.08
4625.7
52492.0
57858.24
89427.36
0.0
0.0
0.0
0.0
0.0
390563.2
209453.06
0.0
9186.72
0.0
100770.84
0.0
12231.9
0.0
35373.0
154571.56
5023.2
58734.72
10835.88
115678.2
0.0
83661.6
127745.64
0.0
148818.72
95642.4
0.0
0.0
0.0
0.0
9956.46
0.0
131088.6
5291.88
25527.48
0.0
0.0
104117.2
12167.46
7315.2
0.0
20919.0
461909.76
4238.0
0.0
0.0
0.0
0.0
14135.95
0.0
944649.0
19046.4
0.0
0.0
1418.82
969.78
5990.86
0.0
0.0
11130.54
51048.0
0.0
0.0
0.0
3309.17
392.6
3310.73
5474.73
13167.99
28533.36
2428.82
0.0
0.0
7286.5
357199.92
0.0
0.0
56255.89
-2648.7
49728.0
19225.53
0.0
20968.01
8598.24
72567.6
144087.24
98430.5
863.72
0.0
3604.48
6660.36
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
2008.44
