amt_revenue
-0.1530767451194656
-0.1530767451194656
-0.1530767451194656
-0.1530767451194656
-0.1530767451194656
-0.0943826831791648
-0.1530767451194656
-0.1530767451194656
-0.126289607087026
-0.1530767451194656
-0.0943826831791648
-0.1530767451194656
-0.1530767451194656
-0.0943826831791648
-0.1530767451194656
-0.1530767451194656
-0.1530767451194656
-0.1530767451194656
-0.0943826831791648
-0.0943826831791648
-0.0943826831791648
-0.0943826831791648
-0.0943826831791648
-0.1530767451194656
-0.0943826831791648
-0.0943826831791648
-0.0943826831791648
-0.0943826831791648
-0.1530767451194656
-0.1530767451194656
-0.1530767451194656
-0.1530767451194656
-0.1494400990621247
-0.120666981356504
-0.0943826831791648
-0.0943826831791648
-0.0943826831791648
-0.0943826831791648
-0.0963556116497601
-0.1530767451194656
-0.1530767451194656
-0.1530767451194656
-0.1513192409839072
-0.1146460843763156
-0.1530767451194656
-0.1530767451194656
-0.1530767451194656
-0.1530767451194656
-0.1530767451194656
-0.1530767451194656
-0.1530767451194656
-0.0943826831791648
-0.1530767451194656
-0.0943826831791648
-0.1530767451194656
-0.1530767451194656
-0.0943826831791648
-0.1146245202630734
-0.1530767451194656
-0.134377826119301
-0.1530767451194656
-0.0943826831791648
-0.1530767451194656
-0.1530767451194656
-0.0943826831791648
-0.1090061726676182
-0.1530767451194656
-0.0943826831791648
-0.1530767451194656
-0.1530767451194656
-0.1214762426357654
-0.1530767451194656
-0.0943826831791648
-0.1262354944596943
-0.1530767451194656
-0.1530767451194656
-0.1396178478245227
-0.1530767451194656
-0.1530767451194656
-0.1102153817629913
-0.0943826831791648
-0.1530767451194656
-0.1530767451194656
-0.1530767451194656
-0.0943826831791648
-0.1530767451194656
-0.1530767451194656
-0.1530767451194656
-0.1530767451194656
-0.1530767451194656
-0.1530767451194656
-0.1530767451194656
-0.1530767451194656
-0.1530767451194656
-0.0943826831791648
-0.1530767451194656
-0.0943826831791648
-0.0943826831791648
-0.1530767451194656
-0.1530767451194656
-0.1530767451194656
-0.0943826831791648
-0.1530767451194656
-0.1530767451194656
-0.0943826831791648
-0.1530767451194656
-0.0943826831791648
-0.1530767451194656
-0.1530767451194656
-0.0943826831791648
-0.1530767451194656
-0.1530767451194656
-0.0963301740899034
-0.1530767451194656
-0.1530767451194656
-0.1530767451194656
-0.0943826831791648
-0.0943826831791648
-0.0943826831791648
-0.1530767451194656
-0.1530767451194656
-0.0943826831791648
-0.1530767451194656
-0.0943826831791648
-0.0943826831791648
-0.1530767451194656
-0.1530767451194656
-0.1530767451194656
-0.1530767451194656
-0.1370832262353401
-0.1530767451194656
-0.1530767451194656
-0.0943826831791648
-0.0943826831791648
-0.0943826831791648
-0.1530767451194656
-0.1530767451194656
-0.1530767451194656
-0.1530767451194656
-0.1530767451194656
-0.1530767451194656
-0.0943826831791648
-0.1530767451194656
-0.1485384531904744
-0.1530767451194656
-0.1530767451194656
-0.0943826831791648
-0.1530767451194656
-0.1530767451194656
-0.1530767451194656
-0.1530767451194656
-0.0943826831791648
-0.1530767451194656
-0.1530767451194656
-0.1530767451194656
-0.1530767451194656
-0.1530767451194656
-0.1176564461474557
-0.1140676689527543
-0.1530767451194656
-0.0943826831791648
-0.1530767451194656
-0.1530767451194656
-0.0943826831791648
-0.1530767451194656
