period,period_date,oem_code,amt_cost_group,qty_revenue,amt_revenue,qty_fcst_avg,qty_fcst_max,qty_fcst_min,amt_projection,amt_budget,qty_inv_main_part_1,qty_inv_main_part_2,qty_inv_main_part_3,qty_inv_main_part_4,qty_inv_main_part_5,qty_inv_FGI
202003,3/1/2020,61,3097763.87,27434,3687314.84,617,835,835,4500000,5021196,134,198,3894,35178,8,1600
202004,4/1/2020,61,1806330.82,13986,2166034.92,725,875,875,2500000,3364695,896,2568,105,629,300,2234
202005,5/1/2020,61,1928033.52,20582,2326281.09,715,886,886,3500000,4024483,1116,218,105,268,2544,3199
202006,6/1/2020,61,3386337.49,25565,4036820.4,697,1125,1125,5000000,6346124,1176,120,410,2334,113,2634
202007,7/1/2020,61,1839005.28,22021,2222725.17,457,690,690,2844258,3121633,4681,534,738,405,891,1664
202008,8/1/2020,61,2213621.3,25488,2677087.71,622,1055,1055,2500000,4254942,940,504,498,370,198,678
202009,9/1/2020,61,3083204.82,28092,3758277.06,505,1050,1050,4500000,6219313,134,100,1,28,90,1676
202010,10/1/2020,61,2623989.21,71861,3155389.82,660,795,795,2350000,4735643,940,72,3076,688,54,1810
202011,11/1/2020,61,3042010.33,26268,3681342.76,962,1245,1245,3000000,5296254,552,1054,53,186,194,2070
202012,12/1/2020,61,4748010.82,32351,5791530.78,895,2085,2085,4750000,7709162,252,39,10,13,113,2123
202101,1/1/2021,61,1991809.57,25592,2420205.81,382,470,470,2200000,2194938,2868,24,718,2452,72,3186
202102,2/1/2021,61,2298095.84,20420,2819131.6,363,494,494,2300000,2573560,266,230,114,130,1102,2710
202103,3/1/2021,61,3732305.13,83676,4523128.17,582,1193,1193,4000000,4777768,340,12,1,1939,86,1531
202104,4/1/2021,61,2156163.56,14525,2630524.09,434,1021,1021,2600000,2253717,1293,2570,1332,1671,216,2843
202105,5/1/2021,61,2911547.93,24966,3543275.63,461,961,961,2751405,2751405,78,1086,1384,232,114,3908
202106,6/1/2021,61,4882406.56,47777,5942707.11,716,1644,1644,5115032,5115032,4392,480,1372,808,4,2610
202107,7/1/2021,61,2139651.07,17106,2644102.6,645,986,986,2142525,2142525,1015,300,2100,324,1208,2765
202108,8/1/2021,61,2995117.31,27849,3762627.62,982,3203,3203,2886849,2886849,264,522,5130,105036,419,5560
202109,9/1/2021,61,5827321.54,50430,7222938.34,751,1041,1041,5808798,5808798,10,456,368,306,1580,3208
202110,10/1/2021,61,2226513.14,21921,2734288.76,781,1128,1128,3000000,2516595,8096,2,30744,13,3304,4139
202111,11/1/2021,61,2985740.44,36573,3686101.1,1264,3204,3204,3500000,3446952,61,358,9,2,13104,7192
202112,12/1/2021,61,6953556.4,56976,8758871.26,1135,2284,2284,6500000,7035382,172,20,213,806,293,3914
202201,1/1/2022,61,2330176.44,34753,2911253.28,897,1265,1265,2300000,2221040,3740,2764,40,2324,578,2513
202202,2/1/2022,61,2665836.41,28595,3370230.69,781,1069,1069,3500000,3446944,10,40,18,4304,306,5517
202203,3/1/2022,61,4605703.59,25255,5847478.01,1013,2871,2871,4500000,6095416,2106,13,1,63,651,5610
202204,4/1/2022,61,3424057.52,28030,4337515.08,1485,2003,2003,2981935,2981935,7808,7,48222,3198,3910,6392
202205,5/1/2022,61,3633496.82,57192,4505591.37,1405,2012,2012,3739251,3739251,4,9,53523,315,9902,3871
202206,6/1/2022,61,4337150.45,57801,5629991.28,1442,3059,3059,6296409,6296409,10,1556,382,14,4452,7656
202207,7/1/2022,61,3982966.08,49810,4954246.56,2108,3105,3105,3500000,2891411,194,20,348,2820,2957,6812
202208,8/1/2022,61,4549947.08,30834,5770736.87,3147,15423,15423,4798041,3798041,236,5552,228,2820,15165,8665
202209,9/1/2022,61,4829156.06,162568,6301762.69,5478,19831,19831,6741925,5641925,8,13,80,3712,1792,4935
202210,10/1/2022,61,2539575.12,41581,3215866.25,7108,17639,17639,3955891,3155891,748,2,388,12174,2859,5210
202211,11/1/2022,61,4320140.74,26080,5641004.01,8434,22581,22581,5200000,3934528,155,162,90,84,133,6119
202212,12/1/2022,61,5002859.48,18612,6429205.04,9187,19600,19600,6000000,5923366,6323,1,72,2173,380,3544
202301,1/1/2023,61,2685279.14,30381,3453052.56,10034,20456,20456,3449756,4185577,674,9600,200,4,1,3288
202302,2/1/2023,61,2132630.29,31031,2771154.43,7902,13881,13881,4085577,3449756,37,28,683,240,4348,5489
202303,3/1/2023,61,5128205.23,36766,6705538.44,8021,13742,13742,5764898,4584358,1152,432,8808,1105,96,5383
202304,4/1/2023,61,2254920.35,224418,2885639.43,9825,15584,15584,4440268,6440004,223,2788,1028,24998,124,3258
202305,5/1/2023,61,3454021.66,25178,4416445.65,8857,16190,16190,6590981,5090137,193,250,759,101,210,6579
202306,6/1/2023,61,4807321.92,611563,6061372.86,8804,14468,14468,4866974,6166377,2960,752,170,3094,1,3603
202307,7/1/2023,61,2336426.55,24121,3005762.11,9742,14907,14907,3000000,5800058,2038,1340,41,154,71,4550
202308,8/1/2023,61,2530455.13,19135,3269683.37,8932,12366,12366,4000000,5668457,87,1778,20772,1854,33,5092
202309,9/1/2023,61,2787182.39,14623,3542824.37,7934,13512,13512,4500000,5580616,2048,84,44622,182,6,4625
202310,10/1/2023,61,1942727.92,23358,2479221.43,10715,15530,15530,3000000,6344397,1148,4842,40,574,31,5239
